Author,File Name,Number of Edits,Author Edits/Commits on the file 
jazzjack,core/src/main/resources/hudson/model/AbstractProject/changes_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/ComputerSet/sidepanel_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/Hudson/newView_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/Run/delete_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/TaskAction/log_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/View/builds_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/model/View/index_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/scm/AbstractScmTagAction/inProgress_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/scm/CVSChangeLogSet/digest_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/scm/CVSChangeLogSet/index_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/search/Search/search-failed_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/loginLink_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/security/SecurityRealm/loginLink_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/slaves/CommandLauncher/config_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/triggers/SCMTrigger/config_ru.properties,1,1
jazzjack,core/src/main/resources/hudson/triggers/TimerTrigger/config_ru.properties,1,1
jazzjack,core/src/main/resources/lib/form/advanced_ru.properties,1,1
jazzjack,core/src/main/resources/lib/form/repeatableDeleteButton_ru.properties,1,1
jazzjack,core/src/main/resources/lib/form/repeatable_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/buildProgressBar_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/node_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/project/build-permalink_ru.properties,1,2
jazzjack,core/src/main/resources/lib/hudson/project/config-buildWrappers_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/project/config-publishers_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/project/config-scm_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/project/config-trigger_ru.properties,1,1
jazzjack,core/src/main/resources/lib/hudson/rssBar-with-iconSize_ru.properties,1,1
jbq,core/.cvsignore,1,1
jglick,core/src/main/java/hudson/EnvVars.java,1,1
jglick,core/src/main/java/hudson/model/Job.java,1,2
jglick,core/src/main/java/hudson/model/JobDescriptor.java,1,1
jglick,core/src/main/java/hudson/model/Jobs.java,1,1
jglick,core/src/main/java/hudson/model/Project.java,1,1
jglick,core/src/main/java/hudson/model/Result.java,1,1
jglick,core/src/main/java/hudson/org/apache/tools/ant/taskdefs/cvslib/RedirectingStreamHandler.java,1,1
jglick,core/src/main/java/hudson/scm/SCMS.java,1,1
jheymans,core/src/main/java/hudson/matrix/MatrixProject.java,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_de.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_fr.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_ja.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_nl.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_pt_BR.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_ru.properties,1,1
jjasper,core/src/main/resources/hudson/tasks/Messages_tr.properties,1,1
kohsuke,core/src/main/java/hudson/AbortException.java,1,1
kohsuke,core/src/main/java/hudson/slaves/ComputerStartMethod.java,1,2
kohsuke,core/src/main/resources/META-INF/services/org.apache.commons.logging.LogFactory,1,2
kohsuke,core/src/main/resources/hudson/PluginManager/advanced_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/lifecycle/Messages.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenBuild/actions_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/actions_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_de.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_fr.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_pt_BR.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_ru.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_tr.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenProbeAction/envVars_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/maven/MavenProbeAction/systemProperties_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/model/AbstractBuild/index.properties,1,1
kohsuke,core/src/main/resources/hudson/model/AbstractProject/sidepanel_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/model/AbstractProject/wipeOutWorkspace.properties.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Fingerprint/index.properties,1,2
kohsuke,core/src/main/resources/hudson/model/Hudson/login.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Hudson/manage.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/buildTimeTrend.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_de.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_fr.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_nl.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_pt_BR.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_ru.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Job/permalinks_tr.properties,1,1
kohsuke,core/src/main/resources/hudson/model/ParametersDefinitionProperty/index.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_de.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_fr.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_nl.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_pt_BR.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_ru.properties,1,1
kohsuke,core/src/main/resources/hudson/model/PermalinkProjectAction/Permalink/link_tr.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Project/configure-entries.jelly,1,12
kohsuke,core/src/main/resources/hudson/model/Run/confirmDelete.properties,1,1
kohsuke,core/src/main/resources/hudson/model/Slave/CommandStartMethod/config_ja.properties,1,2
kohsuke,core/src/main/resources/hudson/model/User/configure.properties,1,1
kohsuke,core/src/main/resources/hudson/model/View/builds.properties,1,1
kohsuke,core/src/main/resources/hudson/model/View/index_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/security/SecurityRealm/loginLink.jelly,1,1
kohsuke,core/src/main/resources/hudson/security/SecurityRealm/loginLink_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/tasks/ArtifactArchiver/config.properties,1,1
kohsuke,core/src/main/resources/hudson/tasks/Mailer/UserProperty/config.properties,1,1
kohsuke,core/src/main/resources/hudson/tasks/Mailer/config.properties,1,1
kohsuke,core/src/main/resources/hudson/tasks/Shell/config.properties,1,1
kohsuke,core/src/main/resources/hudson/tasks/junit/Messages_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/triggers/SCMTrigger/SCMAction/index.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_de.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_fr.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_ja.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_pt_BR.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_ru.properties,1,1
kohsuke,core/src/main/resources/hudson/widgets/Messages_tr.properties,1,1
kohsuke,core/src/main/resources/lib/foo.jelly,1,1
kohsuke,core/src/main/resources/lib/form/advanced_ja.properties,1,1
kohsuke,core/src/main/resources/lib/form/repeatableDeleteButton_ja.properties,1,1
kohsuke,core/src/main/resources/lib/form/repeatable_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/buildProgressBar.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/buildProgressBar_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/node_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/build-permalink.properties,1,2
kohsuke,core/src/main/resources/lib/hudson/project/build-permalink_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/config-buildWrappers_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/config-publishers_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/config-scm_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/config-trigger_ja.properties,1,1
kohsuke,core/src/main/resources/lib/hudson/project/taglib,1,1
kohsuke,core/src/main/resources/lib/hudson/rssBar-with-iconSize_ja.properties,1,1
kohsuke,core/src/main/resources/lib/layout/readme.txt,1,1
kohsuke,debian/compat,1,1
kohsuke,ips/readme.txt,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20061106-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20061106-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20061106.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20061106.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20070821-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20070821-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20070821.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-20070821.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-SNAPSHOT.jar.md5,1,2
kohsuke,lib/commons-jelly/jars/commons-jelly-1.1-hudson-SNAPSHOT.jar.sha1,1,2
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-20061106-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-20061106-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-20061106.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-20061106.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT.jar.md5,1,2
kohsuke,lib/commons-jelly/jars/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT.jar.sha1,1,2
kohsuke,lib/commons-jelly/java-sources/commons-jelly-1.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/java-sources/commons-jelly-1.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/java-sources/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jelly/java-sources/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-20061106.pom.md5,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-20061106.pom.sha1,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-20070821.pom.md5,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-20070821.pom.sha1,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-SNAPSHOT.pom.md5,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-1.1-hudson-SNAPSHOT.pom.sha1,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-tags-define-1.0.1-hudson-20061106.pom.md5,1,2
kohsuke,lib/commons-jelly/poms/commons-jelly-tags-define-1.0.1-hudson-20061106.pom.sha1,1,2
kohsuke,lib/commons-jelly/poms/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT.pom.md5,1,1
kohsuke,lib/commons-jelly/poms/commons-jelly-tags-define-1.0.1-hudson-SNAPSHOT.pom.sha1,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-20061106-sources.jar.md5,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-20061106-sources.jar.sha1,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-20061106.jar.md5,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-20061106.jar.sha1,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-SNAPSHOT.jar.md5,1,1
kohsuke,lib/commons-jexl/jars/commons-jexl-1.1-hudson-SNAPSHOT.jar.sha1,1,1
kohsuke,lib/commons-jexl/java-sources/commons-jexl-1.1-hudson-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/commons-jexl/java-sources/commons-jexl-1.1-hudson-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/commons-jexl/poms/commons-jexl-1.1-hudson-20061106.pom.md5,1,1
kohsuke,lib/commons-jexl/poms/commons-jexl-1.1-hudson-20061106.pom.sha1,1,1
kohsuke,lib/commons-jexl/poms/commons-jexl-1.1-hudson-SNAPSHOT.pom.md5,1,1
kohsuke,lib/commons-jexl/poms/commons-jexl-1.1-hudson-SNAPSHOT.pom.sha1,1,1
kohsuke,lib/groovy/jars/groovy-all-1.0-jsr-06.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-SNAPSHOT.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-SNAPSHOT.jar.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-sources.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10-sources.jar.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.10.jar.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.5.jar.md5,1,2
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.5.jar.sha1,1,2
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.9-SNAPSHOT-sources.jar.md5,1,3
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.9-SNAPSHOT-sources.jar.sha1,1,3
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.9-SNAPSHOT.jar.md5,1,3
kohsuke,lib/org.kohsuke.stapler/jars/stapler-1.9-SNAPSHOT.jar.sha1,1,3
kohsuke,lib/org.kohsuke.stapler/java-sources/stapler-1.9-SNAPSHOT-sources.jar.md5,1,1
kohsuke,lib/org.kohsuke.stapler/java-sources/stapler-1.9-SNAPSHOT-sources.jar.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.10-SNAPSHOT.pom.md5,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.10-SNAPSHOT.pom.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.10.pom.md5,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.10.pom.sha1,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.5.pom.md5,1,2
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.5.pom.sha1,1,2
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.9-SNAPSHOT.pom.md5,1,1
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.9-SNAPSHOT.pom.sha1,1,1
kohsuke,test/src/main/preset-data/anonymous-readonly/readme.txt,1,1
kohsuke,test/src/main/preset-data/svn-repo/db/current,1,1
kohsuke,test/src/main/preset-data/svn-repo/db/fs-type,1,1
kohsuke,test/src/main/preset-data/svn-repo/db/txn-current,1,1
kohsuke,test/src/main/preset-data/svn-repo/db/uuid,1,1
kohsuke,test/src/main/preset-data/svn-repo/format,1,1
kohsuke,test/src/main/preset-data/svn-repo/readme.txt,1,1
kohsuke,test/src/main/resources/org/jvnet/hudson/test/FailureBuilder/config.jelly,1,1
kohsuke,test/src/test/resources/hudson/model/HudsonTest/testSimpleConfigSubmit/secret.key,1,1
kohsuke,war/resources/help/ant/ant-opts_de.html,1,1
kohsuke,war/resources/help/ant/ant-opts_fr.html,1,1
kohsuke,war/resources/help/ant/ant-opts_tr.html,1,1
kohsuke,war/resources/help/project-config/shell_fr.html,1,1
kohsuke,war/resources/help/project-config/shell_tr.html,1,2
kohsuke,war/resources/help/security/global-matrix_de.html,1,1
kohsuke,war/resources/help/security/global-matrix_fr.html,1,1
kohsuke,war/resources/help/security/global-matrix_pt_BR.html,1,1
kohsuke,war/resources/help/security/global-matrix_ru.html,1,1
kohsuke,war/resources/help/security/global-matrix_tr.html,1,1
kohsuke,war/resources/help/security/ldap/server_de.html,1,1
kohsuke,war/resources/help/security/ldap/server_fr.html,1,1
kohsuke,war/resources/help/security/ldap/server_ja.html,1,1
kohsuke,war/resources/help/security/ldap/server_pt_BR.html,1,1
kohsuke,war/resources/help/security/ldap/server_ru.html,1,1
kohsuke,war/resources/help/security/ldap/server_tr.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_de.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_fr.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_ja.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_pt_BR.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_ru.html,1,1
kohsuke,war/resources/help/system-config/master-slave/remoteFS_tr.html,1,1
kohsuke,war/resources/images/.cvsignore,1,1
kohsuke,war/resources/images/16x16/.cvsignore,1,1
kohsuke,war/resources/images/24x24/.cvsignore,1,1
kohsuke,war/resources/images/32x32/.cvsignore,1,1
kohsuke,war/resources/images/48x48/.cvsignore,1,1
kohsuke,war/resources/images/atom-license.txt,1,1
martinficker,core/src/main/java/hudson/tasks/LogRotator.java,1,1
masanobuimai,war/resources/help/ant/ant-buildfile_ja.html,1,1
oguzdag,core/src/main/resources/hudson/PluginManager/index_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/PluginManager/sidepanel_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/matrix/MatrixProject/index_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/matrix/MatrixProject/newJobDetail_tr.properties,1,4
oguzdag,core/src/main/resources/hudson/maven/MavenBuild/actions_tr.properties,1,3
oguzdag,core/src/main/resources/hudson/maven/MavenModuleSet/modules_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_tr.properties,1,4
oguzdag,core/src/main/resources/hudson/maven/MavenProbeAction/envVars_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/maven/MavenProbeAction/systemProperties_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/maven/MavenProbeAction/threads_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/maven/RedeployPublisher/config_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/maven/reporters/MavenAbstractArtifactRecord/badge_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/AbstractBuild/changes_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/model/AbstractModelObject/descriptionForm_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/AbstractModelObject/editDescription_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/AgentSlave/config_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/Computer/_script_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/ComputerSet/sidepanel_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/Hudson/newView_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/model/ParametersAction/index_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/Run/delete_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/model/TaskAction/log_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/UpdateCenter/ConnectionCheckJob/row_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/UpdateCenter/sidepanel_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/View/builds_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/model/View/index_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/scm/AbstractScmTagAction/inProgress_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/scm/CVSChangeLogSet/digest_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/scm/CVSChangeLogSet/index_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/security/AuthorizationMatrixProperty/config_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/addUser_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/config_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/loginLink_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/signup_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/security/SecurityRealm/loginLink_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/slaves/CommandLauncher/config_tr.properties,1,1
oguzdag,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary_tr.properties,1,3
oguzdag,core/src/main/resources/hudson/triggers/SCMTrigger/config_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/triggers/TimerTrigger/config_tr.properties,1,2
oguzdag,core/src/main/resources/hudson/util/HudsonFailedToLoad/index_tr.properties,1,1
oguzdag,core/src/main/resources/lib/form/advanced_tr.properties,1,2
oguzdag,core/src/main/resources/lib/form/repeatableDeleteButton_tr.properties,1,1
oguzdag,core/src/main/resources/lib/form/repeatable_tr.properties,1,1
oguzdag,core/src/main/resources/lib/hudson/buildProgressBar_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/node_tr.properties,1,1
oguzdag,core/src/main/resources/lib/hudson/project/build-permalink_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/project/config-buildWrappers_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/project/config-publishers_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/project/config-scm_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/project/config-trigger_tr.properties,1,2
oguzdag,core/src/main/resources/lib/hudson/rssBar-with-iconSize_tr.properties,1,1
redsolo,core/src/main/resources/hudson/matrix/MatrixProject/index.jelly,1,1
redsolo,core/src/main/resources/hudson/maven/MavenModuleSet/index.jelly,1,2
redsolo,core/src/main/resources/hudson/model/Hudson/configure.jelly,1,2
redsolo,core/src/main/resources/hudson/model/Job/index.jelly,1,1
sogabe,core/src/main/resources/hudson/PluginManager/index_ja.properties,1,2
sogabe,core/src/main/resources/hudson/PluginManager/sidepanel_ja.properties,1,1
sogabe,core/src/main/resources/hudson/lifecycle/Messages.properties,1,1
sogabe,core/src/main/resources/hudson/maven/MavenModuleSet/index_ja.properties,1,1
sogabe,core/src/main/resources/hudson/maven/MavenModuleSetBuild/main_ja.properties,1,1
sogabe,core/src/main/resources/hudson/maven/MavenProbeAction/index_ja.properties,1,1
sogabe,core/src/main/resources/hudson/maven/MavenProbeAction/threads_ja.properties,1,1
sogabe,"core/src/main/resources/hudson/maven/reporters/MavenAbstractArtifactRecord/badge_ja,properties",1,1
sogabe,core/src/main/resources/hudson/model/AbstractItem/configure-common_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/AbstractModelObject/descriptionForm_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/AbstractModelObject/editDescription_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/AbstractProject/sidepanel_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/Computer/sidepanel_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/FileParameterDefinition/config_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/Hudson/configure_ja.properties,1,2
sogabe,core/src/main/resources/hudson/model/Slave/CommandStartMethod/config_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/TaskAction/log_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/ConnectionCheckJob/row_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/Failure/status_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/Installing/status_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/Pending/status_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/Success/status_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/index.properties,1,1
sogabe,core/src/main/resources/hudson/model/UpdateCenter/sidepanel_ja.properties,1,1
sogabe,core/src/main/resources/hudson/model/User/configure_ja.properties,1,1
sogabe,core/src/main/resources/hudson/node_monitors/Messages.properties,1,1
sogabe,core/src/main/resources/hudson/scm/AbstractScmTagAction/inProgress_ja.properties,1,1
sogabe,core/src/main/resources/hudson/scm/SCM/project-changes_ja.properties,1,1
sogabe,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/addUser_ja.properties,1,1
sogabe,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/config_ja.properties,1,2
sogabe,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/loginLink_ja.properties,1,1
sogabe,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/signup_ja.properties,1,1
sogabe,core/src/main/resources/hudson/slaves/JNLPLauncher/config_ja.properties,1,1
sogabe,core/src/main/resources/hudson/tasks/JavadocArchiver/config_ja.properties,1,1
sogabe,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary_ja.properties,1,1
sogabe,core/src/main/resources/lib/hudson/rssBar_ja.properties,1,1
sorokh,core/src/main/resources/hudson/matrix/MatrixProject/index_nl.properties,1,1
